iShares S&P 500 Growth ETF
Inception Date,"22-may-2000"
Fund Holdings as of,"29-dic-2017"
Total Net Assets,"19,643,644,557.87"
,"128,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
"AMGN","AMGEN INC","Equity","0.64","173.90","718,558.00","124,957,236.20","124,957,236.20","Cuidado de la Salud","2023607","US0311621009","NASDAQ"
"ORCL","ORACLE CORP","Equity","0.63","47.28","2,606,859.00","123,252,293.52","123,252,293.52","Tecnología de la Información","2661568","US68389X1054","New York Stock Exchange Inc."
"CRM","SALESFORCE.COM INC","Equity","0.60","102.23","1,151,244.00","117,691,674.12","117,691,674.12","Tecnología de la Información","2310525","US79466L3024","New York Stock Exchange Inc."
"HON","HONEYWELL INTERNATIONAL INC","Equity","0.59","153.36","754,105.00","115,649,542.80","115,649,542.80","Industriales","2020459","US4385161066","New York Stock Exchange Inc."
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Equity","0.56","335.96","325,343.00","109,302,234.28","109,302,234.28","Consumo discrecional","BZ6VT82","US16119P1084","NASDAQ"
"BMY","BRISTOL MYERS SQUIBB","Equity","0.54","61.28","1,729,958.00","106,011,826.24","106,011,826.24","Cuidado de la Salud","2126335","US1101221083","New York Stock Exchange Inc."
"SCHW","CHARLES SCHWAB CORP","Equity","0.52","51.37","2,001,737.00","102,829,229.69","102,829,229.69","Financieros","2779397","US8085131055","New York Stock Exchange Inc."
"AMT","AMERICAN TOWER REIT CORP","Equity","0.52","142.67","719,509.00","102,652,349.03","102,652,349.03","Bienes Raíces","B7FBFL2","US03027X1000","New York Stock Exchange Inc."
"GILD","GILEAD SCIENCES INC","Equity","0.52","71.64","1,424,532.00","102,053,472.48","102,053,472.48","Cuidado de la Salud","2369174","US3755581036","NASDAQ"
"ACN","ACCENTURE PLC CLASS A","Equity","0.51","153.09","653,197.00","99,997,928.73","99,997,928.73","Tecnología de la Información","B4BNMY3","IE00B4BNMY34","New York Stock Exchange Inc."
"MRK","MERCK & CO INC","Equity","0.49","56.27","1,697,893.00","95,540,439.11","95,540,439.11","Cuidado de la Salud","2778844","US58933Y1055","New York Stock Exchange Inc."
"BDX","BECTON DICKINSON","Equity","0.48","214.06","444,487.00","95,146,887.22","95,146,887.22","Cuidado de la Salud","2087807","US0758871091","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.47","62.55","1,476,994.00","92,385,974.70","92,385,974.70","Consumo discrecional","2640147","US6541061031","New York Stock Exchange Inc."
"UNP","UNION PACIFIC CORP","Equity","0.47","134.10","686,746.00","92,092,638.60","92,092,638.60","Industriales","2914734","US9078181081","New York Stock Exchange Inc."
"TMO","THERMO FISHER SCIENTIFIC INC","Equity","0.47","189.88","484,393.00","91,976,542.84","91,976,542.84","Cuidado de la Salud","2886907","US8835561023","New York Stock Exchange Inc."
"AMAT","APPLIED MATERIAL INC","Equity","0.47","51.12","1,789,293.00","91,468,658.16","91,468,658.16","Tecnología de la Información","2046552","US0382221051","NASDAQ"
"LOW","LOWES COMPANIES INC","Equity","0.45","92.94","950,128.00","88,304,896.32","88,304,896.32","Consumo discrecional","2536763","US5486611073","New York Stock Exchange Inc."
"SBUX","STARBUCKS CORP","Equity","0.45","57.43","1,527,737.00","87,737,935.91","87,737,935.91","Consumo discrecional","2842255","US8552441094","NASDAQ"
"ADP","AUTOMATIC DATA PROCESSING INC","Equity","0.44","117.19","744,063.00","87,196,742.97","87,196,742.97","Tecnología de la Información","2065308","US0530151036","NASDAQ"
"ITW","ILLINOIS TOOL INC","Equity","0.44","166.85","517,314.00","86,313,840.90","86,313,840.90","Industriales","2457552","US4523081093","New York Stock Exchange Inc."
"CI","CIGNA CORP","Equity","0.43","203.09","413,743.00","84,027,065.87","84,027,065.87","Cuidado de la Salud","2196479","US1255091092","New York Stock Exchange Inc."
"LLY","ELI LILLY","Equity","0.43","84.46","991,567.00","83,747,748.82","83,747,748.82","Cuidado de la Salud","2516152","US5324571083","New York Stock Exchange Inc."
"SYK","STRYKER CORP","Equity","0.43","154.84","539,973.00","83,609,419.32","83,609,419.32","Cuidado de la Salud","2853688","US8636671013","New York Stock Exchange Inc."
"LMT","LOCKHEED MARTIN CORP","Equity","0.42","321.05","259,487.00","83,308,301.35","83,308,301.35","Industriales","2522096","US5398301094","New York Stock Exchange Inc."
"CSX","CSX CORP","Equity","0.42","55.01","1,499,151.00","82,468,296.51","82,468,296.51","Industriales","2160753","US1264081035","NASDAQ"
"CAT","CATERPILLAR INC","Equity","0.42","157.58","519,035.00","81,789,535.30","81,789,535.30","Industriales","2180201","US1491231015","New York Stock Exchange Inc."
"ATVI","ACTIVISION BLIZZARD INC","Equity","0.41","63.32","1,268,540.00","80,323,952.80","80,323,952.80","Tecnología de la Información","2575818","US00507V1098","NASDAQ"
"MU","MICRON TECHNOLOGY INC","Equity","0.41","41.12","1,935,317.00","79,580,235.04","79,580,235.04","Tecnología de la Información","2588184","US5951121038","NASDAQ"
"MDT","MEDTRONIC PLC","Equity","0.40","80.75","976,752.00","78,872,724.00","78,872,724.00","Cuidado de la Salud","BTN1Y11","IE00BTN1Y115","New York Stock Exchange Inc."
"BIIB","BIOGEN INC INC","Equity","0.40","318.57","244,763.00","77,974,148.91","77,974,148.91","Cuidado de la Salud","2455965","US09062X1037","NASDAQ"
"SPGI","S&P GLOBAL INC","Equity","0.37","169.40","427,825.00","72,473,555.00","72,473,555.00","Financieros","BYV2325","US78409V1044","New York Stock Exchange Inc."
"AXP","AMERICAN EXPRESS","Equity","0.37","99.31","725,224.00","72,021,995.44","72,021,995.44","Financieros","2026082","US0258161092","New York Stock Exchange Inc."
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Equity","0.36","71.02","988,979.00","70,237,288.58","70,237,288.58","Tecnología de la Información","2257019","US1924461023","NASDAQ"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Equity","0.36","135.73","513,805.00","69,738,752.65","69,738,752.65","Consumo discrecional","2210614","US5719032022","NASDAQ"
"ICE","INTERCONTINENTAL EXCHANGE INC","Equity","0.35","70.56","981,525.00","69,256,404.00","69,256,404.00","Financieros","BFSSDS9","US45866F1049","New York Stock Exchange Inc."
"ISRG","INTUITIVE SURGICAL INC","Equity","0.35","364.94","187,988.00","68,604,340.72","68,604,340.72","Cuidado de la Salud","2871301","US46120E6023","NASDAQ"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Equity","0.34","119.15","564,827.00","67,299,137.05","67,299,137.05","Industriales","2517382","US9113121068","New York Stock Exchange Inc."
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.34","228.57","289,028.00","66,063,129.96","66,063,129.96","Productos básicos de consumo","2170473","US21036P1084","New York Stock Exchange Inc."
"INTU","INTUIT INC","Equity","0.33","157.78","407,471.00","64,290,774.38","64,290,774.38","Tecnología de la Información","2459020","US4612021034","NASDAQ"
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.32","149.86","423,824.00","63,514,264.64","63,514,264.64","Cuidado de la Salud","2931034","US92532F1003","NASDAQ"
"NEE","NEXTERA ENERGY INC","Equity","0.32","156.19","402,497.00","62,866,006.43","62,866,006.43","Servicios","2328915","US65339F1012","New York Stock Exchange Inc."
"BLK","BLACKROCK INC","Equity","0.32","513.71","122,171.00","62,760,464.41","62,760,464.41","Financieros","2494504","US09247X1019","New York Stock Exchange Inc."
"EBAY","EBAY INC","Equity","0.31","37.74","1,627,169.00","61,409,358.06","61,409,358.06","Tecnología de la Información","2293819","US2786421030","NASDAQ"
"NOC","NORTHROP GRUMMAN CORP","Equity","0.31","306.91","198,601.00","60,952,632.91","60,952,632.91","Industriales","2648806","US6668071029","New York Stock Exchange Inc."
"EQIX","EQUINIX REIT INC","Equity","0.30","453.22","131,257.00","59,488,297.54","59,488,297.54","Bienes Raíces","BVLZX12","US29444U7000","NASDAQ"
"ZTS","ZOETIS INC CLASS A","Equity","0.30","72.04","817,543.00","58,895,797.72","58,895,797.72","Cuidado de la Salud","B95WG16","US98978V1035","New York Stock Exchange Inc."
"FDX","FEDEX CORP","Equity","0.30","249.54","235,918.00","58,870,977.72","58,870,977.72","Industriales","2142784","US31428X1063","New York Stock Exchange Inc."
"WM","WASTE MANAGEMENT INC","Equity","0.29","86.30","670,225.00","57,840,417.50","57,840,417.50","Industriales","2937667","US94106L1098","New York Stock Exchange Inc."
"PLD","PROLOGIS REIT INC","Equity","0.29","64.51","892,697.00","57,587,883.47","57,587,883.47","Bienes Raíces","B44WZD7","US74340W1036","New York Stock Exchange Inc."
"BSX","BOSTON SCIENTIFIC CORP","Equity","0.29","24.79","2,303,872.00","57,112,986.88","57,112,986.88","Cuidado de la Salud","2113434","US1011371077","New York Stock Exchange Inc."
"SHW","SHERWIN WILLIAMS","Equity","0.29","410.04","137,912.00","56,549,436.48","56,549,436.48","Materiales","2804211","US8243481061","New York Stock Exchange Inc."
"CME","CME GROUP INC CLASS A","Equity","0.28","146.05","382,448.00","55,856,530.40","55,856,530.40","Financieros","2965839","US12572Q1058","NASDAQ"
"RTN","RAYTHEON","Equity","0.28","187.85","295,859.00","55,577,113.15","55,577,113.15","Industriales","2758051","US7551115071","New York Stock Exchange Inc."
"QCOM","QUALCOMM INC","Equity","0.28","64.02","865,568.00","55,413,663.36","55,413,663.36","Tecnología de la Información","2714923","US7475251036","NASDAQ"
"ADI","ANALOG DEVICES INC","Equity","0.28","89.03","618,313.00","55,048,406.39","55,048,406.39","Tecnología de la Información","2032067","US0326541051","NASDAQ"
"PGR","PROGRESSIVE CORP","Equity","0.28","56.32","976,004.00","54,968,545.28","54,968,545.28","Financieros","2705024","US7433151039","New York Stock Exchange Inc."
"EA","ELECTRONIC ARTS INC","Equity","0.28","105.06","516,595.00","54,273,470.70","54,273,470.70","Tecnología de la Información","2310194","US2855121099","NASDAQ"
"ILMN","ILLUMINA INC","Equity","0.27","218.49","244,636.00","53,450,519.64","53,450,519.64","Cuidado de la Salud","2613990","US4523271090","NASDAQ"
"CL","COLGATE-PALMOLIVE","Equity","0.27","75.45","692,421.00","52,243,164.45","52,243,164.45","Productos básicos de consumo","2209106","US1941621039","New York Stock Exchange Inc."
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Equity","0.26","111.01","463,240.00","51,424,272.40","51,424,272.40","Bienes Raíces","BTGQCX1","US22822V1017","New York Stock Exchange Inc."
"ANTM","ANTHEM INC","Equity","0.26","225.01","228,364.00","51,384,183.64","51,384,183.64","Cuidado de la Salud","BSPHGL4","US0367521038","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.25","184.07","271,577.00","49,989,178.39","49,989,178.39","Tecnología de la Información","2502247","US5128071082","NASDAQ"
"AET","AETNA INC","Equity","0.25","180.39","273,557.00","49,346,947.23","49,346,947.23","Cuidado de la Salud","2695921","US00817Y1082","New York Stock Exchange Inc."
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.25","375.96","129,182.00","48,567,264.72","48,567,264.72","Cuidado de la Salud","2730190","US75886F1075","NASDAQ"
"EL","ESTEE LAUDER INC CLASS A","Equity","0.24","127.24","374,854.00","47,696,422.96","47,696,422.96","Productos básicos de consumo","2320524","US5184391044","New York Stock Exchange Inc."
"GD","GENERAL DYNAMICS CORP","Equity","0.24","203.45","232,942.00","47,392,049.90","47,392,049.90","Industriales","2365161","US3695501086","New York Stock Exchange Inc."
"GLW","CORNING INC","Equity","0.24","31.99","1,457,090.00","46,612,309.10","46,612,309.10","Tecnología de la Información","2224701","US2193501051","New York Stock Exchange Inc."
"DE","DEERE","Equity","0.23","156.51","294,759.00","46,132,731.09","46,132,731.09","Industriales","2261203","US2441991054","New York Stock Exchange Inc."
"FISV","FISERV INC","Equity","0.23","131.13","349,357.00","45,811,183.41","45,811,183.41","Tecnología de la Información","2342034","US3377381088","NASDAQ"
"APH","AMPHENOL CORP CLASS A","Equity","0.23","87.80","511,828.00","44,938,498.40","44,938,498.40","Tecnología de la Información","2145084","US0320951017","New York Stock Exchange Inc."
"MON","MONSANTO","Equity","0.23","116.78","383,265.00","44,757,686.70","44,757,686.70","Materiales","2654320","US61166W1018","New York Stock Exchange Inc."
"ROP","ROPER TECHNOLOGIES INC","Equity","0.23","259.00","171,299.00","44,366,441.00","44,366,441.00","Industriales","2749602","US7766961061","New York Stock Exchange Inc."
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.22","171.74","255,525.00","43,883,863.50","43,883,863.50","Bienes Raíces","2812452","US8288061091","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.22","63.29","689,130.00","43,615,037.70","43,615,037.70","Productos básicos de consumo","BZ07BW4","US61174X1090","NASDAQ"
"DLTR","DOLLAR TREE INC","Equity","0.22","107.31","397,301.00","42,634,370.31","42,634,370.31","Consumo discrecional","2272476","US2567461080","NASDAQ"
"TROW","T ROWE PRICE GROUP INC","Equity","0.22","104.93","405,539.00","42,553,207.27","42,553,207.27","Financieros","2702337","US74144T1088","NASDAQ"
"MCO","MOODYS CORP","Equity","0.21","147.61","278,581.00","41,121,341.41","41,121,341.41","Financieros","2252058","US6153691059","New York Stock Exchange Inc."
"TEL","TE CONNECTIVITY LTD","Equity","0.21","95.04","423,768.00","40,274,910.72","40,274,910.72","Tecnología de la Información","B62B7C3","CH0102993182","New York Stock Exchange Inc."
"LUV","SOUTHWEST AIRLINES","Equity","0.20","65.45","613,660.00","40,164,047.00","40,164,047.00","Industriales","2831543","US8447411088","New York Stock Exchange Inc."
"EW","EDWARDS LIFESCIENCES CORP","Equity","0.20","112.71","354,530.00","39,959,076.30","39,959,076.30","Cuidado de la Salud","2567116","US28176E1082","New York Stock Exchange Inc."
"MMC","MARSH & MCLENNAN INC","Equity","0.20","81.39","488,059.00","39,723,122.01","39,723,122.01","Financieros","2567741","US5717481023","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.20","100.00","39,184,285.00","39,184,284.53","39,184,284.53","Liquidez","-","-","-"
"PX","PRAXAIR INC","Equity","0.20","154.68","249,382.00","38,574,407.76","38,574,407.76","Materiales","2699291","US74005P1049","New York Stock Exchange Inc."
"APTV","APTIV PLC","Equity","0.19","84.83","446,117.00","37,844,105.11","37,844,105.11","Consumo discrecional","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"COL","ROCKWELL COLLINS INC","Equity","0.19","135.62","273,748.00","37,125,703.76","37,125,703.76","Industriales","2767228","US7743411016","New York Stock Exchange Inc."
"TJX","TJX INC","Equity","0.19","76.46","480,375.00","36,729,472.50","36,729,472.50","Consumo discrecional","2989301","US8725401090","New York Stock Exchange Inc."
"EOG","EOG RESOURCES INC","Equity","0.19","107.91","339,228.00","36,606,093.48","36,606,093.48","Energía","2318024","US26875P1012","New York Stock Exchange Inc."
"A","AGILENT TECHNOLOGIES INC","Equity","0.18","66.97","538,267.00","36,047,740.99","36,047,740.99","Cuidado de la Salud","2520153","US00846U1016","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.18","67.39","528,793.00","35,635,360.27","35,635,360.27","Cuidado de la Salud","2185284","US1567821046","NASDAQ"
"RHT","RED HAT INC","Equity","0.18","120.10","296,361.00","35,592,956.10","35,592,956.10","Tecnología de la Información","2447218","US7565771026","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.18","87.88","391,499.00","34,404,932.12","34,404,932.12","Tecnología de la Información","2592174","US5950171042","NASDAQ"
"ROST","ROSS STORES INC","Equity","0.17","80.25","426,563.00","34,231,680.75","34,231,680.75","Consumo discrecional","2746711","US7782961038","NASDAQ"
"D","DOMINION ENERGY INC","Equity","0.17","81.06","409,676.00","33,208,336.56","33,208,336.56","Servicios","2542049","US25746U1097","New York Stock Exchange Inc."
"AON","AON PLC CLASS A","Equity","0.17","134.00","247,364.00","33,146,776.00","33,146,776.00","Financieros","B5BT0K0","GB00B5BT0K07","New York Stock Exchange Inc."
"FIS","FIDELITY NATIONAL INFORMATION SERV","Equity","0.17","94.09","347,078.00","32,656,569.02","32,656,569.02","Tecnología de la Información","2769796","US31620M1062","New York Stock Exchange Inc."
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Equity","0.16","163.36","196,542.00","32,107,101.12","32,107,101.12","Bienes Raíces","BZ6TS23","US78410G1040","NASDAQ"
"NSC","NORFOLK SOUTHERN CORP","Equity","0.16","144.90","216,088.00","31,311,151.20","31,311,151.20","Industriales","2641894","US6558441084","New York Stock Exchange Inc."
"KMB","KIMBERLY CLARK CORP","Equity","0.16","120.66","259,052.00","31,257,214.32","31,257,214.32","Productos básicos de consumo","2491839","US4943681035","New York Stock Exchange Inc."
"EMR","EMERSON ELECTRIC","Equity","0.16","69.69","440,243.00","30,680,534.67","30,680,534.67","Industriales","2313405","US2910111044","New York Stock Exchange Inc."
"BAX","BAXTER INTERNATIONAL INC","Equity","0.16","64.64","471,082.00","30,450,740.48","30,450,740.48","Cuidado de la Salud","2085102","US0718131099","New York Stock Exchange Inc."
"ALL","ALLSTATE CORP","Equity","0.15","104.71","283,014.00","29,634,395.94","29,634,395.94","Financieros","2019952","US0200021014","New York Stock Exchange Inc."
"PSA","PUBLIC STORAGE REIT","Equity","0.15","209.00","140,247.00","29,311,623.00","29,311,623.00","Bienes Raíces","2852533","US74460D1090","New York Stock Exchange Inc."
"DHI","D R HORTON INC","Equity","0.15","51.07","572,719.00","29,248,759.33","29,248,759.33","Consumo discrecional","2250687","US23331A1097","New York Stock Exchange Inc."
"CNC","CENTENE CORP","Equity","0.15","100.88","289,440.00","29,198,707.20","29,198,707.20","Cuidado de la Salud","2807061","US15135B1017","New York Stock Exchange Inc."
"SWKS","SKYWORKS SOLUTIONS INC","Equity","0.15","94.95","307,244.00","29,172,817.80","29,172,817.80","Tecnología de la Información","2961053","US83088M1027","NASDAQ"
"ROK","ROCKWELL AUTOMATION INC","Equity","0.15","196.35","148,452.00","29,148,550.20","29,148,550.20","Industriales","2754060","US7739031091","New York Stock Exchange Inc."
"AMP","AMERIPRISE FINANCE INC","Equity","0.15","169.47","171,675.00","29,093,762.25","29,093,762.25","Financieros","B0J7D57","US03076C1062","New York Stock Exchange Inc."
"SWK","STANLEY BLACK & DECKER INC","Equity","0.15","169.69","170,244.00","28,888,704.36","28,888,704.36","Industriales","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.14","72.47","387,844.00","28,107,054.68","28,107,054.68","Industriales","2089212","US0311001004","New York Stock Exchange Inc."
"INCY","INCYTE CORP","Equity","0.14","94.71","292,811.00","27,732,129.81","27,732,129.81","Cuidado de la Salud","2471950","US45337C1027","NASDAQ"
"KLAC","KLA TENCOR CORP","Equity","0.14","105.07","261,944.00","27,522,456.08","27,522,456.08","Tecnología de la Información","2480138","US4824801009","NASDAQ"
"ECL","ECOLAB INC","Equity","0.14","134.18","200,029.00","26,839,891.22","26,839,891.22","Materiales","2304227","US2788651006","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.14","222.19","120,635.00","26,803,890.65","26,803,890.65","Cuidado de la Salud","2679204","US0162551016","NASDAQ"
"GPN","GLOBAL PAYMENTS INC","Equity","0.14","100.24","265,924.00","26,656,221.76","26,656,221.76","Tecnología de la Información","2712013","US37940X1028","New York Stock Exchange Inc."
"MTD","METTLER TOLEDO INC","Equity","0.13","619.52","42,749.00","26,483,860.48","26,483,860.48","Cuidado de la Salud","2126249","US5926881054","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.13","1.00","26,464,527.00","26,464,527.16","26,464,527.16","Liquidez","-","US0669224778","-"
"WAT","WATER CORP CORP","Equity","0.13","193.19","133,745.00","25,838,196.55","25,838,196.55","Cuidado de la Salud","2937689","US9418481035","New York Stock Exchange Inc."
"VFC","VF CORP","Equity","0.13","74.00","341,236.00","25,251,464.00","25,251,464.00","Consumo discrecional","2928683","US9182041080","New York Stock Exchange Inc."
"NTAP","NETAPP INC","Equity","0.13","55.32","453,590.00","25,092,598.80","25,092,598.80","Tecnología de la Información","2630643","US64110D1046","NASDAQ"
"PH","PARKER-HANNIFIN CORP","Equity","0.13","199.58","124,670.00","24,881,638.60","24,881,638.60","Industriales","2671501","US7010941042","New York Stock Exchange Inc."
"URI","UNITED RENTALS INC","Equity","0.12","171.91","142,284.00","24,460,042.44","24,460,042.44","Industriales","2134781","US9113631090","New York Stock Exchange Inc."
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.12","90.34","270,611.00","24,446,997.74","24,446,997.74","Tecnología de la Información","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"FTV","FORTIVE CORP","Equity","0.12","72.35","337,649.00","24,428,905.15","24,428,905.15","Industriales","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"PPG","PPG INDUSTRIES INC","Equity","0.12","116.82","203,996.00","23,830,812.72","23,830,812.72","Materiales","2698470","US6935061076","New York Stock Exchange Inc."
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.12","124.59","190,794.00","23,771,024.46","23,771,024.46","Financieros","B5834C5","US12503M1080","NASDAQ"
"DXC","DXC TECHNOLOGY","Equity","0.12","94.90","249,743.00","23,700,610.70","23,700,610.70","Tecnología de la Información","BYXD7B3","US23355L1061","New York Stock Exchange Inc."
